StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,FL_3_DO,FL_5_DO
8/19/2021 11:23,8/19/2021 11:40,0,37.159.33.66,100,1028,1,8/19/2021 11:40,R_29uZu7BSupYiIBi,,,,,41.90359497,12.47340393,anonymous,EN-GB,1,5,5,1,5,5,2,3,3,5,3,2,1,4,1,3,5|10|13|4|1|6|14|12|11|3|8|15|2|9|7,4,4,4,2,3,2,4,7|3|2|4|6|1|5,4,1,4,2,7,6,7,7,7,4|3|2|8|9|6|5|7|1,4,3,4,3,2,1,4,2,3|7|8|6|4|1|5|2,6,6,4,1,5,4,4,6,5,4,4,1,3|8|12|4|6|9|2|1|7|11|5|10,5,4,6,3,1,3|2|1|5|4,2,6,6,1,3|1|4|2,5,7,7,7,3|1|2,4,4,4,4,2,3,2,3,6|3|7|1|2|4|5|8,3,3|5|6|4|7|2,2,1,,1,0,,21,0,,1,1,0,2,0,,292,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:32,8/19/2021 11:40,0,5.68.217.78,100,465,1,8/19/2021 11:40,R_2U9p1h83kc6IOUO,,,,,52.39579773,-1.479598999,anonymous,EN-GB,1,4,5,4,5,4,2,4,5,5,2,4,5,4,1,3,15|7|6|2|5|4|3|13|9|10|8|12|11|14|1,4,1,5,2,1,5,5,5|2|6|3|1|4|7,7,4,5,2,6,7,6,7,7,4|2|1|7|8|6|9|3|5,5,4,5,4,3,1,4,2,4|8|2|6|5|1|3|7,7,7,7,5,5,5,7,7,6,5,3,5,12|9|3|7|1|8|2|4|6|10|11|5,5,5,6,5,1,3|1|2|5|4,6,7,7,5,2|4|1|3,6,7,7,7,3|1|2,4,5,4,5,4,2,3,1,1|4|5|7|3|6|2|8,3,2|3|7|5|4|6,2,1,,1,0,,26,0,,3,0,2,3,0,,337,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:32,8/19/2021 11:40,0,197.155.23.3,100,512,1,8/19/2021 11:40,R_2CHUm9HkKmWbG7M,,,,,-34.04859924,18.48109436,anonymous,EN-GB,1,1,5,3,4,4,3,1,5,5,3,4,5,4,3,4,15|5|9|12|8|13|10|2|6|14|4|1|11|3|7,4,2,5,2,1,3,4,1|3|5|6|7|4|2,5,5,5,3,2,3,3,5,5,6|4|9|1|3|5|8|7|2,4,4,5,4,2,2,2,2,6|1|2|4|8|5|3|7,6,6,3,1,5,5,6,5,1,5,5,5,11|8|10|3|9|6|5|7|2|1|12|4,4,5,5,5,1,4|3|1|5|2,4,5,5,3,1|3|2|4,6,7,7,7,2|1|3,4,4,4,4,2,2,2,2,2|8|4|1|3|5|6|7,3,2|4|5|3|7|6,2,1,,1,0,,22,0,,1,1,1,3,0,,296,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:28,8/19/2021 11:41,0,77.27.90.56,100,729,1,8/19/2021 11:41,R_eVaurmR0G7AgHCN,,,,,43.51300049,-8.155395508,anonymous,EN-GB,1,5,4,4,3,2,1,2,4,1,2,3,3,4,4,4,1|2|5|8|7|15|12|6|4|13|14|9|10|11|3,4,1,4,3,5,4,2,6|4|3|7|2|1|5,5,3,5,2,5,6,5,2,2,7|6|5|8|9|1|2|3|4,5,4,4,4,1,1,1,1,4|5|6|8|2|7|3|1,7,5,5,5,5,7,5,6,5,4,6,3,8|1|11|10|3|4|7|6|12|2|9|5,5,5,5,6,1,5|2|3|1|4,4,5,6,5,1|2|4|3,6,7,3,3,1|3|2,4,5,4,4,1,1,1,1,7|5|4|8|2|1|3|6,3,5|3|4|6|7|2,2,1,,1,1,,21,2,,3,1,0,1,0,,295,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:31,8/19/2021 11:41,0,94.62.211.50,100,592,1,8/19/2021 11:41,R_2PjnTmzeoMkGAch,,,,,38.73100281,-9.137298584,anonymous,EN-GB,1,5,4,2,3,3,2,5,4,1,4,4,3,4,4,4,15|10|2|7|14|9|3|5|12|13|4|6|1|11|8,4,4,4,2,2,4,4,7|5|4|2|3|1|6,5,5,6,5,5,5,3,4,5,3|9|2|1|4|6|8|5|7,4,4,4,3,1,1,1,2,1|3|8|5|7|4|6|2,2,1,1,1,3,1,1,1,1,2,1,1,1|9|4|10|8|12|5|2|7|3|11|6,2,2,4,4,1,5|1|2|4|3,3,2,2,2,1|2|4|3,5,3,3,3,1|3|2,5,4,4,4,1,1,1,2,2|8|3|5|7|4|6|1,7,3|6|2|5|4|7,2,1,,1,1,,19,1,,1,1,0,1,0,,214,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:31,8/19/2021 11:41,0,79.177.156.67,100,586,1,8/19/2021 11:41,R_OOpVQuk6QMTxKud,,,,,32.06660461,34.76519775,anonymous,EN-GB,1,4,3,2,3,2,1,1,3,3,2,1,2,4,3,3,6|8|2|5|13|15|1|4|9|3|7|11|12|10|14,4,4,4,3,4,4,3,4|7|3|6|1|5|2,4,4,5,3,6,5,2,4,4,7|3|2|1|5|8|6|4|9,4,4,4,4,4,2,2,3,1|2|6|5|7|8|3|4,4,4,4,5,3,5,3,4,3,5,4,4,7|9|3|12|2|10|1|5|4|8|11|6,4,4,3,3,1,1|5|3|2|4,4,2,3,4,2|3|4|1,4,2,2,2,2|3|1,4,3,3,3,2,4,1,3,2|1|6|5|8|7|4|3,7,3|4|2|7|6|5,2,1,,1,0,,25,7,,3,1,0,0,0,,243,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:32,8/19/2021 11:41,0,130.60.129.39,100,537,1,8/19/2021 11:41,R_1l3vQkUy0QZDZXH,,,,,47.36819458,8.567092896,anonymous,EN-GB,1,4,2,4,4,3,3,4,4,3,3,3,3,4,4,4,5|12|9|3|7|15|1|13|11|2|6|8|14|10|4,4,4,3,3,4,3,2,3|2|1|7|4|6|5,5,3,5,5,6,5,5,6,5,9|8|4|6|5|3|2|7|1,2,3,4,3,4,4,4,4,3|1|2|6|8|5|4|7,2,2,5,4,4,6,3,5,2,2,3,2,10|6|4|2|1|8|7|5|3|12|9|11,4,4,3,3,4,2|1|4|3|5,3,3,4,3,3|2|4|1,3,5,4,5,1|3|2,4,4,4,3,4,3,3,3,3|1|2|8|5|4|7|6,7,7|2|4|5|3|6,2,1,,1,1,,24,0,,3,1,0,4,0,,230,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:28,8/19/2021 11:41,0,84.57.57.211,100,788,1,8/19/2021 11:41,R_3NCarVATeSMsmvL,,,,,48.16630554,11.56829834,anonymous,EN-GB,1,2,4,2,3,5,5,3,1,3,3,2,2,5,4,5,6|10|8|1|4|15|12|5|11|14|2|9|13|3|7,4,3,4,1,1,5,3,4|7|6|2|5|1|3,5,5,4,2,5,6,4,6,3,7|9|2|6|8|1|3|5|4,4,5,3,5,4,3,1,2,4|7|2|5|3|6|1|8,1,1,1,1,1,1,1,1,1,4,4,2,3|12|2|4|1|8|5|7|6|9|10|11,2,2,3,3,1,3|5|1|4|2,2,2,2,3,2|4|1|3,4,3,2,4,3|1|2,5,4,5,5,3,2,3,1,3|4|8|7|2|5|6|1,7,5|2|3|6|7|4,2,1,,1,1,,56,0,,4,0,2,4,0,,240,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:30,8/19/2021 11:41,0,213.179.110.23,100,663,1,8/19/2021 11:41,R_2Eiqnq2zfuzN2d2,,,,,41.38699341,2.17010498,anonymous,EN-GB,1,5,4,4,5,5,2,4,4,5,2,4,4,4,4,3,12|1|14|10|3|5|8|7|6|11|4|9|13|15|2,4,2,5,1,5,5,3,6|4|2|1|7|5|3,7,5,5,4,6,6,7,7,7,2|5|8|3|7|6|1|4|9,4,5,4,4,4,4,3,3,2|1|4|3|5|7|8|6,1,1,1,1,1,1,1,1,1,4,2,5,2|8|3|4|6|7|5|10|1|11|9|12,2,2,2,4,1,2|5|4|1|3,2,2,2,3,4|2|1|3,4,4,2,2,1|2|3,4,4,4,4,5,4,3,4,2|8|4|7|6|5|1|3,7,5|6|3|4|7|2,2,1,,1,1,,51,0,,2,0,2,1,0,,217,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:32,8/19/2021 11:41,0,132.252.148.13,100,534,1,8/19/2021 11:41,R_pmJ4WMXaEJicx3j,,,,,51.44230652,6.978393555,anonymous,EN-GB,1,4,4,2,4,4,4,2,2,4,4,3,2,4,4,3,7|1|5|4|6|3|8|12|9|11|13|15|2|10|14,3,3,4,2,2,3,3,6|3|1|2|4|5|7,5,5,5,4,4,5,4,3,4,8|4|2|5|3|1|6|9|7,4,4,4,4,2,2,2,2,7|5|4|8|1|2|3|6,1,1,1,1,1,1,1,1,1,1,1,1,10|3|4|1|5|7|9|8|2|12|6|11,1,1,1,1,1,2|4|1|3|5,1,1,1,1,1|2|4|3,1,1,1,1,2|3|1,5,5,5,5,2,2,2,3,5|8|2|6|4|3|1|7,7,6|5|2|7|4|3,2,1,,1,0,,35,0,,5,0,2,4,0,,198,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:30,8/19/2021 11:41,0,37.76.28.62,100,684,1,8/19/2021 11:41,R_3Kv8Umeu2fpUyKa,,,,,47.56359863,19.09469604,anonymous,EN-GB,1,4,5,1,4,2,3,1,1,1,2,,3,5,5,4,6|9|1|10|4|15|12|2|11|5|7|3|13|14|8,1,1,4,1,1,4,5,7|6|3|4|2|5|1,5,6,6,4,1,1,1,1,1,1|2|9|3|7|5|4|6|8,5,5,5,5,1,1,1,1,3|5|2|4|6|8|1|7,4,4,1,6,7,7,5,7,5,5,4,3,10|1|9|8|12|5|3|4|2|11|7|6,6,7,7,7,1,4|3|2|1|5,7,7,7,6,1|4|3|2,7,7,7,7,3|2|1,5,5,5,5,1,1,1,1,1|4|5|2|6|3|7|8,3,5|6|7|4|3|2,2,1,,2,0,,23,0,,3,1,0,0,0,,309,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:32,8/19/2021 11:42,0,149.90.25.191,100,581,1,8/19/2021 11:42,R_pPLl2vuyaHiyk3T,,,,,41.1690979,-8.67930603,anonymous,EN-GB,1,4,4,2,5,4,4,2,3,3,2,3,4,4,2,3,12|10|2|8|14|9|4|6|5|11|13|1|7|3|15,4,1,4,2,2,4,3,1|4|7|6|3|5|2,7,5,5,4,6,6,5,4,7,7|8|9|1|3|2|6|5|4,4,4,4,3,1,2,2,2,8|1|7|4|2|3|6|5,2,1,4,1,1,5,1,5,1,1,2,2,7|9|3|12|2|1|11|6|8|4|5|10,3,3,3,4,1,4|1|5|2|3,6,4,7,4,1|3|4|2,5,5,5,6,1|3|2,4,4,4,3,3,1,1,4,8|3|2|5|7|6|4|1,3,4|5|2|3|6|7,2,1,,1,0,,20,0,,2,1,0,0,0,,258,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:31,8/19/2021 11:42,0,188.47.50.228,100,665,1,8/19/2021 11:42,R_2AZ1wP4Gbdaes7M,,,,,53.13119507,18.01750183,anonymous,EN-GB,1,4,5,2,4,5,1,3,5,4,2,3,3,3,2,4,2|5|4|6|14|9|10|11|8|13|1|7|3|12|15,3,1,5,1,1,5,5,3|6|4|5|2|7|1,5,5,5,2,2,3,2,7,2,6|3|5|7|4|8|2|9|1,5,5,5,4,1,1,2,1,1|6|8|5|2|7|4|3,7,5,2,3,6,5,1,6,2,5,4,1,7|6|12|10|8|4|9|5|1|11|2|3,5,5,6,4,1,4|2|5|1|3,5,6,7,3,1|2|4|3,7,6,6,6,3|1|2,5,4,4,4,1,1,1,1,6|5|7|8|4|2|3|1,3,3|6|2|7|4|5,2,1,,1,0,,23,0,,3,1,0,0,4,,300,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:32,8/19/2021 11:42,0,188.146.226.90,100,556,1,8/19/2021 11:42,R_r6o7SkqkSMxWY37,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,4,3,3,4,3,3,4,4,4,3,4,3,3,3,4,4|5|2|10|1|8|6|11|14|12|15|13|3|9|7,2,3,4,3,4,2,4,3|7|1|4|6|2|5,3,5,4,5,4,5,5,4,4,9|7|8|1|3|5|2|4|6,3,4,4,4,4,4,5,4,5|8|4|1|3|6|2|7,5,6,6,6,6,7,6,5,6,6,7,7,7|4|1|9|5|2|6|8|3|12|11|10,4,5,6,5,1,3|1|5|4|2,6,5,6,5,3|2|4|1,6,6,7,6,3|1|2,4,4,3,3,3,3,4,4,1|6|5|7|3|4|8|2,3,6|2|4|5|3|7,2,1,,1,1,,35,0,,4,0,2,0,0,,286,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:35,8/19/2021 11:42,0,88.130.157.189,100,406,1,8/19/2021 11:42,R_Ocya7oghft2z8f7,,,,,50.91110229,6.912200928,anonymous,EN-GB,1,2,3,4,2,5,4,4,3,2,2,3,3,4,3,4,3|8|1|15|5|9|12|14|4|2|6|10|11|7|13,4,3,3,3,3,3,4,7|3|2|1|6|4|5,4,3,4,3,3,5,5,4,4,8|6|1|9|2|3|5|4|7,4,3,2,2,3,2,2,3,6|3|5|8|7|4|2|1,2,2,5,5,5,6,3,3,3,2,6,3,6|11|3|8|1|4|7|5|9|10|2|12,6,5,6,5,1,2|4|3|5|1,4,4,5,4,3|4|1|2,6,6,5,6,3|1|2,4,3,3,4,4,3,2,3,4|8|3|6|2|5|7|1,3,4|3|7|2|5|6,2,1,,1,1,,31,0,,3,0,2,3,0,,267,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:32,8/19/2021 11:42,0,94.61.215.112,100,602,1,8/19/2021 11:42,R_1nPhddjfWUm8pLf,,,,,41.27430725,-8.377197266,anonymous,EN-GB,1,2,4,1,5,4,2,4,5,5,2,4,1,4,1,3,5|12|8|4|2|1|15|7|10|9|6|13|11|3|14,4,2,5,3,1,4,4,7|4|5|1|2|3|6,6,5,4,5,3,3,6,5,6,3|8|7|4|2|1|5|9|6,3,2,2,3,4,3,4,3,5|1|8|3|7|2|6|4,1,1,1,1,1,1,1,1,1,4,1,1,4|5|8|11|7|6|12|1|9|10|2|3,1,1,1,1,1,2|5|3|4|1,1,1,1,1,1|3|4|2,2,1,1,1,2|1|3,3,2,2,3,4,4,4,4,7|3|4|1|8|6|2|5,7,6|3|4|2|5|7,2,1,,1,1,,29,0,,3,1,0,0,0,,177,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:27,8/19/2021 11:42,0,165.225.207.36,100,891,1,8/19/2021 11:42,R_50BDaXjbYgHSzXr,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,4,4,4,4,1,2,2,3,4,5,3,3,4,3,5,4|8|9|10|2|6|15|5|14|11|7|12|3|13|1,3,5,4,4,2,4,4,7|6|4|2|5|1|3,5,1,2,3,6,6,2,5,4,6|4|1|8|3|7|5|2|9,4,4,4,3,2,2,2,3,5|1|8|2|4|3|7|6,6,5,1,4,3,3,1,5,2,5,1,5,12|6|5|11|7|3|2|8|9|1|4|10,3,5,3,5,1,4|3|1|2|5,6,5,6,5,4|1|2|3,5,5,5,6,2|3|1,4,4,4,3,2,2,2,2,1|5|7|2|4|8|3|6,7,7|4|3|2|5|6,2,1,,1,1,,47,0,,4,0,2,4,0,,272,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:28,8/19/2021 11:42,0,37.128.110.10,100,851,1,8/19/2021 11:42,R_1jBLv08GtsQJwKJ,,,,,52.19219971,20.88459778,anonymous,EN-GB,1,4,5,4,5,5,4,4,3,5,2,3,4,4,2,4,7|5|1|4|14|11|15|13|10|3|6|9|12|2|8,4,2,5,2,1,5,5,2|7|3|5|1|6|4,4,5,6,5,2,6,5,4,5,2|9|8|3|5|4|6|7|1,4,5,5,5,2,2,2,1,6|7|2|1|3|4|8|5,6,2,2,1,1,3,5,4,2,2,1,1,2|10|1|4|3|5|8|12|6|9|7|11,6,6,5,3,1,5|1|4|3|2,6,6,5,3,4|1|2|3,7,7,5,4,1|2|3,4,5,5,4,2,1,2,1,3|4|2|7|1|8|5|6,3,3|2|4|5|6|7,2,1,,1,1,,24,0,,2,0,2,2,0,,284,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:29,8/19/2021 11:42,0,79.129.235.166,100,802,1,8/19/2021 11:42,R_ByUwY2eEdLXzuoN,,,,,37.98420715,23.73530579,anonymous,EN-GB,1,3,4,2,4,3,4,2,2,2,4,4,4,4,4,3,9|1|15|2|8|4|11|12|6|5|3|7|13|14|10,2,2,4,2,2,4,4,6|4|5|2|1|3|7,3,6,4,3,3,5,4,2,2,3|6|7|5|2|9|8|1|4,2,4,4,4,2,2,2,2,2|3|4|8|1|7|6|5,1,1,6,1,6,6,1,1,4,1,1,1,9|1|3|8|7|2|4|10|11|6|12|5,5,6,5,2,1,5|2|4|1|3,2,6,6,2,2|1|3|4,6,6,6,6,3|2|1,3,4,4,4,2,2,2,2,1|7|3|6|8|5|2|4,3,3|7|4|2|5|6,2,1,,2,0,,23,0,,3,1,1,0,0,,254,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:36,8/19/2021 11:43,0,37.47.130.8,100,415,1,8/19/2021 11:43,R_1F4UaiDBA6U6eo6,,,,,52.40519714,16.93389893,anonymous,EN-GB,1,2,3,2,2,2,4,3,1,2,4,3,3,3,4,4,1|5|10|4|13|11|7|3|6|14|9|15|2|12|8,3,3,4,3,2,3,3,6|5|3|7|2|4|1,5,4,4,4,4,4,4,3,4,6|8|7|4|2|5|9|3|1,4,4,4,4,2,2,2,2,7|5|4|8|2|6|3|1,1,1,1,2,2,2,1,1,1,4,1,1,5|10|6|4|8|2|9|7|1|3|12|11,1,1,1,1,1,1|4|2|5|3,1,1,1,1,3|2|4|1,4,4,1,1,1|2|3,3,3,3,3,2,2,2,2,6|4|8|5|3|1|7|2,7,7|3|6|5|2|4,2,1,,1,1,,55,0,,4,0,2,2,0,,197,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:29,8/19/2021 11:43,0,31.220.217.9,100,849,1,8/19/2021 11:43,R_1OvDXxL6kiXYaTR,,,,,51.54150391,-0.06010437,anonymous,EN-GB,1,1,4,5,2,5,4,4,4,1,2,4,3,4,4,4,15|3|14|4|13|1|8|10|9|2|11|12|5|7|6,4,2,5,5,2,4,4,1|5|6|2|7|4|3,6,7,6,6,1,1,3,5,3,7|9|3|8|6|1|5|4|2,5,5,4,4,2,3,2,2,2|7|4|1|6|5|3|8,1,1,1,1,4,4,1,1,1,5,3,2,11|5|6|9|8|10|2|4|1|3|7|12,2,3,1,3,1,4|1|5|2|3,1,1,1,1,1|3|2|4,3,3,2,2,1|2|3,4,5,4,5,2,1,2,2,1|5|7|8|2|4|3|6,7,4|3|5|2|6|7,2,1,,1,0,,21,2,,3,1,0,5,4,,213,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:31,8/19/2021 11:43,0,151.53.202.55,100,715,1,8/19/2021 11:43,R_3iyv4PHhEBjpran,,,,,40.86700439,14.23849487,anonymous,EN-GB,1,5,4,1,4,2,4,2,5,4,3,1,2,5,2,4,7|4|10|1|12|14|15|11|9|13|2|6|8|5|3,4,1,5,3,2,4,4,7|4|1|3|5|6|2,5,3,4,1,7,7,6,6,7,7|5|1|4|6|3|2|8|9,2,4,4,2,3,2,2,4,6|3|7|1|4|2|5|8,1,1,1,1,4,1,1,2,1,6,5,5,11|10|12|5|7|8|3|6|9|4|2|1,3,4,4,6,1,3|4|2|1|5,5,3,4,4,2|1|4|3,6,5,3,4,3|1|2,4,4,4,4,2,2,2,3,2|6|1|4|8|7|5|3,7,2|7|5|3|4|6,2,1,,1,1,,22,0,,0,0,0,1,0,,256,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:32,8/19/2021 11:43,0,77.100.216.72,100,637,1,8/19/2021 11:43,R_OfF6inlHpTbclZD,,,,,52.41670227,-1.916702271,anonymous,EN-GB,1,3,4,2,4,3,3,2,3,3,3,3,2,5,3,2,4|6|10|13|2|8|14|5|11|12|7|15|9|1|3,4,2,4,2,2,4,4,5|1|3|7|2|4|6,4,4,5,3,3,6,5,5,6,4|3|9|6|5|2|7|1|8,3,4,4,4,3,3,3,2,4|6|5|3|7|2|8|1,1,1,1,1,2,2,1,1,1,3,2,2,10|12|3|11|5|2|9|8|6|7|1|4,4,2,2,2,1,1|4|5|3|2,1,2,2,1,2|3|4|1,4,2,2,2,1|2|3,4,4,4,4,2,2,2,2,4|5|2|1|3|6|8|7,7,2|4|3|7|6|5,2,1,,1,0,,27,0,,4,0,2,4,0,,221,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
